,0
3830,BCC3
3831,IKZF3
3832,LMBRD1
3833,TSEN34
3834,PTCH2
3835,RNASEL
3836,OPN1SW
3837,STK11
3838,PDE2A
3839,UBTF
3840,RBL2
3841,ANKLE2
3842,PEX5
3843,PDE4D
3844,VCAN
3845,ESRRB
3846,WDR11
3847,MSMB
3848,FOSL2
3849,DCN
3850,PRCD
3851,XYLT1
3852,MTOR
3853,CCDC62
3854,SLC39A5
3855,INAVA
3856,RAP1B
3857,TYRP1
3858,F7
3859,TMEM260
3860,CSRP3
3861,PARN
3862,SCN3A
3863,GTPBP3
3864,SLC30A7
3865,ATRX
3866,ATP5MK
3867,ETFB
3868,HOXD13
3869,COX16
3870,SV2A
3871,PFN1
3872,ATF6
3873,IGHMBP2
3874,RORB
3875,PAX9
3876,MAP2K1
3877,ITPR3
3878,ALPK3
3879,ZEB2
3880,TYROBP
3881,ACTG1
3882,TRPM3
3883,BRWD3
3884,FXR1
3885,GJB4
3886,RNF6
3887,PLCZ1
3888,POMT2
3889,LYST
3890,PCNA
3891,HLA-DPB1
3892,LHB
3893,MPI
3894,GBD3
3895,TTC21B
3896,GABRA1
3897,IL11RA
3898,TRIT1
3899,MESD
3900,KDELR2
3901,EXTL3
3902,DNAJC30
3903,NNT
3904,TMEM38B
3905,KLK11
3906,PEX11B
3907,ASXL1
3908,SMARCB1
3909,C5
3910,CYP1B1
3911,POLR3F
3912,ALOXE3
3913,ATP13A2
3914,SYCP2
3915,CLCN6
3916,IQSEC2
3917,ASS1
3918,TNF
3919,CREBBP
3920,FAM83H
3921,NUP93
3922,CD40LG
3923,MYL3
3924,ESCO2
3925,TAF2
3926,RNASEH1
3927,AR
3928,TAOK1
3929,NR2E3
3930,RET
3931,PTPN12
3932,GRIN2A
3933,ARHGEF9
3934,CPA6
3935,ACE
3936,ATP1A2
3937,FSCN2
3938,DPAGT1
3939,NT5C3A
3940,BCL2
3941,SIK3
3942,CHAMP1
3943,GBF1
3944,TRIM2
3945,TRIM44
3946,CLCN3
3947,PC
3948,ARFGEF1
3949,DBH
3950,CXCL12
3951,TNRC6A
3952,GBA2
3953,BSND
3954,CST6
3955,IL31RA
3956,FUT8
3957,TRAPPC11
3958,CENATAC
3959,CDAN1
3960,SNAP29
3961,CAV1
3962,CAPN1
3963,CDH2
3964,CACNA1I
3965,IGHM
3966,RDH5
3967,TBXA2R
3968,WDPCP
3969,CRIPT
3970,CNTN1
3971,APOC3
3972,VAPB
3973,SERPINB6
3974,OPCML
3975,SERPINA3
3976,NBAS
3977,DGAT1
3978,H3-3B
3979,EN1
3980,FAM111B
3981,MIR96
3982,VDR
3983,AIMP2
3984,GPR88
3985,NEUROD2
3986,TUBB4A
3987,HSPB1
3988,NAE1
3989,TFAM
3990,C2orf69
3991,IRF4
3992,SLC5A2
3993,STOX1
3994,PACS2
3995,SLC18A3
3996,UGT2B17
3997,COL9A2
3998,LRRK1
3999,TCEAL1
4000,PIK3CD
4001,DCHS1
4002,HLA-DQA1
4003,REST
4004,SQSTM1
4005,FOXP2
4006,GABRA2
4007,PUS3
4008,MRE11
4009,MCAT
4010,MRAP2
4011,TBX20
4012,NCF2
4013,ABCA3
4014,ALDH4A1
4015,RPE65
4016,CYBB
4017,CPSF3
4018,UBE2T
4019,DCC
4020,ZNF423
4021,DNMT3B
4022,TCF20
4023,LETM1
4024,GPT2
4025,ERBB4
4026,ABCG8
4027,TRPM7
4028,KRT71
4029,NDUFS2
4030,CFI
4031,SYNE1
4032,VPS53
4033,TPK1
4034,NFIB
4035,CCN6
4036,POGZ
4037,MYF5
4038,SCO2
4039,PDHA1
4040,TDRD9
4041,KCNE3
4042,C8B
4043,NDUFA6
4044,RUSC2
4045,PMFBP1
4046,CLN8
4047,NUP85
4048,MYH3
4049,PLCG2
4050,TSPYL1
4051,THBS2
4052,ZBTB16
4053,ZPR1
4054,NDUFV1
4055,ALB
4056,GATB
4057,RS1
4058,TNIK
4059,MFSD2A
4060,COG3
4061,GRM1
4062,SIX5
4063,NDUFAF5
4064,B2M
4065,GNAT1
4066,MYO15A
4067,SPG38
4068,SLC22A12
4069,ZSCAN10
4070,GLUD1
4071,FGF8
4072,BRAF
4073,MORC2
4074,ATP5MC3
4075,GDF15
4076,PHF6
4077,EMX2
4078,CTNNA3
4079,C2
4080,IFIH1
4081,EXT2
4082,RBCK1
4083,QRICH2
4084,RPL35
4085,CSNK2A1
4086,B3GALT6
4087,MLYCD
4088,MUTYH
4089,PIGB
4090,IRF9
4091,TUBA3D
4092,CEP41
4093,HYCC1
4094,MMAB
4095,ATP7A
4096,SETD1A
4097,MENAQ3
4098,ADH5
4099,BLOC1S5
4100,TAF8
4101,HFE
4102,ATL3
4103,CHRND
4104,NDUFB9
4105,SLEN3
4106,CEP78
4107,GET3
4108,SP7
4109,OCRL
4110,KHK
4111,QDPR
4112,WEE2
4113,PNPLA2
4114,TTC29
4115,AP1G1
4116,FARSA
4117,FASLG
4118,KMT5B
4119,SLC44A4
4120,FGF23
4121,SIAH1
4122,ATP5F1B
4123,HSPD1
4124,RAG2
4125,SPTBN1
4126,PLIN4
4127,KIAA1549
4128,SLC25A1
4129,CRTAP
4130,GRM7
4131,CFAP44
4132,CTNNBL1
4133,TNFRSF10B
4134,GREM2
4135,PPP1R21
4136,LIMA1
4137,GABRA3
4138,CFAP69
4139,KRT5
4140,FCP1
4141,KAT5
4142,GATA3
4143,GRHPR
4144,FKBP5
4145,DDHD1
4146,FGS3
4147,MOG
4148,ATP9A
4149,AHDC1
4150,ASPA
4151,TUBGCP6
4152,ATP2A2
4153,ACSL6
4154,TAFAZZIN
4155,PTPRO
4156,FGF3
4157,ATP8A2
4158,AGO2
4159,DNAH11
4160,ANG
4161,TIRAP
4162,AIFM1
4163,GDF3
4164,UQCRC2
4165,FAT2
4166,SOST
4167,ELMO2
4168,POP1
4169,EEF2
4170,BRCA1
4171,ENO3
4172,ADRB2
4173,NYS3
4174,CYBA
4175,IQCN
4176,CEP19
4177,MAP3K1
4178,DDX3X
4179,ARMC5
4180,SLC31A1
4181,OVOL2
4182,RNU4ATAC
4183,CHRNE
4184,ROBO2
4185,ICAM1
4186,BLVRA
4187,OGDH
4188,MIP
4189,CDH3
4190,EFHC1
4191,DLD
4192,CFAP45
4193,EIF2AK4
4194,PADI6
4195,TOPORS
4196,PFM3
4197,KAT6B
4198,NEMF
4199,NDP
4200,FAM161A
4201,TARDBP
4202,GRIK2
4203,KCNH2
4204,PAX7
4205,NUP54
4206,ZNFX1
4207,COX10
4208,NCR3
4209,DNA2
4210,HSD3B2
4211,TNNI2
4212,BMPER
4213,SPTLC2
4214,SEMA6B
4215,MRPL39
4216,TH
4217,CFAP300
4218,PPP2R1B
4219,TUBA8
4220,TMEM147
4221,MSRB3
4222,GIPC3
4223,OTUD5
4224,TAPT1
4225,NAA20
4226,PSMB4
4227,CLRN2
4228,ERCC2
4229,PNPT1
4230,ABCC6
4231,HSD11B2
4232,HYAL1
4233,DACT1
4234,TEK
4235,ATP6AP1
4236,PNLIP
4237,THSD4
4238,SLC28A1
4239,GUCY2C
4240,SCNM1
4241,NKX3-2
4242,NPHP3
4243,CIB1
4244,SLC51B
4245,EML1
4246,SOX6
4247,ACADM
4248,ADNP
4249,DARS2
4250,WDR36
4251,SCN2B
4252,PIGC
4253,MSH3
4254,KCNV2
4255,SIX6
4256,SLC6A2
4257,PARS2
4258,PRDX1
4259,GDF2
4260,IPO8
4261,CDIN1
4262,ABCG2
4263,HNF1B
4264,IL23R
4265,BBS10
4266,ACTC1
4267,SLC17A8
4268,MED12L
4269,RMRP
4270,KANK1
4271,MYH9
4272,FLCN
4273,CLDN19
4274,NTF4
4275,SMARCD2
4276,PPOX
4277,SLC26A4
4278,CASP8
4279,NLRP12
4280,HSD17B10
4281,CHRNA5
4282,PPP1R12A
4283,EMC1
4284,PIGW
4285,SNX14
4286,ZBTB24
4287,EMG1
4288,MTX2
4289,ELN
4290,TBC1D7
4291,PACS1
4292,HSD17B3
4293,ASAH1
4294,EPRS1
4295,HBD
4296,GLB1
4297,RAF1
4298,UROS
4299,CST3
4300,RPS19
4301,HOXA11
4302,FOXJ1
4303,SMC1A
4304,OGT
4305,ATXN10
4306,AFP
4307,CCDC174
4308,SURF1
4309,PMP22
4310,EPG5
4311,DHFR
4312,LRRC23
4313,LAMC3
4314,LNPK
4315,NR2F2
4316,MGAT2
4317,CAPN10
4318,LHCGR
4319,FZD5
4320,ERCC3
4321,LEMD3
4322,CLPP
4323,ANO3
4324,PRLR
4325,ABCB7
4326,KIF5A
4327,ERCC4
4328,TMPRSS15
4329,CACNA1H
4330,ADPRS
4331,CCND1
4332,FGF9
4333,TOP2B
4334,GLYCTK
4335,ATP1A1
4336,ANAPC1
4337,HDC
4338,PCDH15
4339,ALG5
4340,PNPLA8
4341,ASTL
4342,RSPH1
4343,ADCY10
4344,IVNS1ABP
4345,AFF2
4346,FGF12
4347,TPM2
4348,DGUOK
4349,LEMD2
4350,RPL10
4351,IL6
4352,CD320
4353,TANGO2
4354,C4A
4355,UFC1
4356,ALG6
4357,HPS4
4358,THBD
4359,CHMP4B
4360,SIAE
4361,BCL3
4362,MYH2
4363,POU3F3
4364,SLC25A46
4365,SNORD118
4366,CXCR4
4367,CKAP2L
4368,SCN3B
4369,MDFIC
4370,FHL1
4371,CHEK1
4372,SH3TC2
4373,FAM111A
4374,CRYBA2
4375,NEXMIF
4376,RCBTB1
4377,TAF13
4378,MS4A1
4379,STN1
4380,NEXN
4381,LIMS2
4382,ADAM17
4383,CCM2
4384,MLC1
4385,SQOR
4386,HRAS
4387,DNAJC21
4388,LEP
4389,BHLHA9
4390,DHH
4391,DPM2
4392,PLEC
4393,CCDC26
4394,SLC19A1
4395,TRPM6
4396,PARK3
4397,ALX3
4398,IL7R
4399,SLEB13
4400,MYOCD
4401,SLC5A6
4402,IRF8
4403,IMPG1
4404,PTPN23
4405,PRKAG3
4406,RAX2
4407,PAPPA2
4408,NPHP1
4409,SLC6A4
4410,SLITRK2
4411,TCF12
4412,PYGM
4413,IL18BP
4414,ELP2
4415,PLAA
4416,KASH5
4417,TDO2
4418,ACR
4419,ACKR1
4420,FOXL2
4421,NCSTN
4422,SPAG17
4423,RSPH9
4424,APOA2
4425,DENND5A
4426,NSUN3
4427,UBE2A
4428,CIB2
4429,CLDN16
4430,SLC41A1
4431,STK4
4432,PITPNM3
4433,ACBD6
4434,EIF2B3
4435,ALG8
4436,OR2J3
4437,CRY1
4438,TGFBR1
4439,HMGCR
4440,CP
4441,REN
4442,CORO1A
4443,AQP3
4444,HYOU1
4445,GNB5
4446,DAZL
4447,BLOC1S6
4448,KNG1
4449,TENM4
4450,ALKBH8
4451,COA7
4452,UGDH
4453,NOTCH2
4454,ZFHX4
4455,RASGRP1
4456,EXOSC3
4457,ANO1
4458,TBL1Y
4459,TSPAN7
4460,TOP1
4461,GJB2
4462,SCN4A
4463,POLR3K
4464,SLC7A6OS
4465,ANLN
4466,NDE1
4467,ACTB
4468,EMILIN1
4469,NDUFA12
4470,GCLC
4471,FOXI3
4472,SLC22A18
4473,FADD
4474,CYLD
4475,TRPC3
4476,HS3ST6
4477,TBCE
4478,B3GLCT
4479,JAG2
4480,MRT33
4481,NEK1
4482,C9orf72
4483,MEFV
4484,CPSF1
4485,PGM1
4486,PPP3CA
4487,SLC34A2
4488,HINT1
4489,CFHR5
4490,MMP9
4491,ALOX5AP
4492,FOCAD
4493,FCGR2A
4494,PLCB3
4495,MFN2
4496,RP34
4497,MAST3
4498,PEX7
4499,TRIP4
4500,TMEM107
4501,COX8A
4502,IFT27
4503,WNT7A
4504,PTCRA
4505,UFSP2
4506,PDYN
4507,ANO6
4508,BGN
4509,PARK7
4510,KCNQ3
4511,RPS7
4512,SLURP1
4513,CARD14
4514,NOTCH3
4515,PIGL
4516,BTD
4517,LDHD
4518,TOMM7
4519,CLN5
4520,L2HGDH
4521,LRP12
4522,NXN
4523,ROBO1
4524,SBDS
4525,GFER
4526,CYP11A1
4527,SHANK2
4528,TF
4529,ALDOA
4530,GYPC
4531,AGBL5
4532,TBP
4533,AGPS
4534,PKDCC
4535,CACNA1G
4536,TIMM22
4537,KAT6A
4538,CD96
4539,ARHGAP31
4540,TPM3
4541,NAGLU
4542,ACADVL
4543,FOLR1
4544,AGXT
4545,EPHX2
4546,ERG
4547,SCAR3
4548,TRHR
4549,RRAS2
4550,HROB
4551,PDE10A
4552,SPECC1L
4553,STRADA
4554,IL2RB
4555,IGF2BP2
4556,MMP20
4557,LGI1
4558,NIDDM4
4559,MKS1
4560,KRT14
4561,BMP6
4562,ELOVL5
4563,CRB1
4564,WHRN
4565,ZMYND15
4566,STAG3
4567,TOGARAM1
4568,FGD4
4569,KIF1B
4570,FTSJ1
4571,NPTX1
4572,MERTK
4573,GFPT1
4574,VPS37A
4575,PYROXD1
4576,TMEM240
4577,MSH4
4578,DEAF1
4579,DONSON
4580,ATP2B3
4581,CNKSR2
4582,VSX2
4583,STUT3
4584,GJA5
4585,OTOG
4586,WDR35
4587,PHF8
4588,TOM1
4589,CTLA4
4590,PCDH12
4591,NSUN6
4592,KREMEN1
4593,TP63
4594,AAA3
4595,CDK5
4596,CBS
4597,CERS3
4598,TBX3
4599,ATL1
4600,MED25
4601,COX20
4602,NUAK2
4603,GNPTG
4604,ICOS
4605,SLC35B2
4606,RTEL1
4607,FOXP3
4608,ZMYM2
4609,DNHD1
4610,RANBP2
4611,PMP2
4612,NADK2
4613,PLAG1
4614,CYP7B1
4615,MLLT10
4616,LHX3
4617,NEK2
4618,IGSF1
4619,MIEF1
4620,DNAAF6
4621,LAT
4622,PRPF6
4623,HOXD10
4624,FGFR1
4625,RILPL1
4626,MMAA
4627,GPHN
4628,PLEKHG2
4629,PKD2
4630,ALG1
4631,SMIM1
4632,KRT86
4633,ALG13
4634,INTU
4635,F5
4636,PIGU
4637,PDHB
4638,SLC25A11
4639,KLHL41
4640,GLRB
4641,AAGAB
4642,TUSC3
4643,CARMIL2
4644,KDM5C
4645,RAB3GAP2
4646,SALL4
4647,GAS2
4648,PADI3
4649,COX4I1
4650,FANCC
4651,PI4KA
4652,H3-3A
4653,MAN1B1
4654,MYL1
4655,RINT1
4656,MOS
4657,ADD3
4658,VIPAS39
4659,VWA1
4660,TBX1
4661,AOPEP
4662,GLI3
4663,POMT1
4664,MALT1
4665,MC4R
4666,MYO3A
4667,SMC3
4668,MUSK
4669,PIEZO2
4670,PITX1
4671,IGSF3
4672,NOS2
4673,CCDC40
4674,ADAMTS15
4675,UNC13D
4676,ARF1
4677,SYN2
4678,VIM
4679,DMP1
4680,FGFR3
4681,SPATA7
4682,CENPJ
4683,BMP4
4684,HYLS1
4685,SNRPB
4686,PSMB8
4687,PRKN
4688,PAK1
4689,MITF
4690,TAMM41
4691,LOX
4692,CSPP1
4693,CACNA2D4
4694,PHB1
4695,CYP3A5
4696,CLCF1
4697,MLH1
4698,XIAP
4699,GUCA1B
4700,WT3
4701,DIS3L2
4702,EVC
4703,HCHGQ3
4704,APC
4705,EPHA2
4706,GCDH
4707,KCNQ1
4708,GM2A
4709,MBL2
4710,RBMX
4711,FTCD
4712,CARS2
4713,NPHS1
4714,CEBPA
4715,SREBF1
4716,GSX2
4717,CHRNA4
4718,PLG
4719,DEPDC5
4720,LIFR
4721,HTX3
4722,GSC
4723,B4GALT7
4724,ERGIC1
4725,NADSYN1
4726,STAT1
4727,TELO2
4728,TAF15
4729,CHUK
4730,LORICRIN
4731,HNRNPA1
4732,ICAM4
4733,CORIN
4734,ALDH2
4735,FZR1
4736,KCNJ1
4737,ARMC9
4738,RPS28
4739,TRU-TCA1-1
4740,MUC5B
4741,DAG1
4742,LINS1
4743,NSD1
4744,NFKBIA
4745,SCO1
4746,GPC4
4747,M1AP
4748,ORAI1
4749,MRXS32
4750,CFAP58
4751,PI4KB
4752,DZIP1L
4753,FGF13
4754,NMTC3
4755,UQCRH
4756,ATIC
4757,MRT35
4758,PIDD1
4759,MRX73
4760,ZMYND11
4761,MMACHC
4762,RPL10L
4763,HPRT1
4764,TNFRSF13B
4765,CHMP1A
4766,MTBS3
4767,TAF4
4768,AMHR2
4769,KRT6A
4770,KRT74
4771,KRT13
4772,MYO5A
4773,MNG3
4774,STAG2
4775,CLCN7
4776,FGFR4
4777,IFITM3
4778,CD151
4779,TRIOBP
4780,VWF
4781,VPS33B
4782,PPR3
4783,CCDC28B
4784,DNAJC19
4785,FTL
4786,ALK
4787,CTBP1
4788,KIAA0586
4789,TMEM94
4790,ERCC6L2
4791,PROM1
4792,IFT52
4793,TPO
4794,BRD4
4795,DDC
4796,SPTBN2
4797,FMR1
4798,SMARCC2
4799,NFKB1
4800,DYSF
4801,ASPSCR1
4802,OTSC3
4803,TXNL4A
4804,SLC7A9
4805,TCF7L2
4806,AARS2
4807,PCK1
4808,PDE1C
4809,FXYD2
4810,ATP2B2
4811,DUOXA2
4812,RPL18
4813,MYMY3
4814,OFC3
4815,BICRA
4816,BBS9
4817,ACER3
4818,WDR72
4819,LITAF
4820,FRMPD4
4821,FBN2
4822,TMIE
4823,APOE
4824,TSFM
4825,TNFRSF13C
4826,SPG32
4827,SUZ12
4828,BRPF1
4829,NTRK1
4830,ARCN1
4831,KNSTRN
4832,OSGEP
4833,CD207
4834,HSPB3
4835,SLC34A3
4836,SLC25A19
4837,RFXAP
4838,CCNK
4839,HDLC3
4840,MYBPC1
4841,KCNN4
4842,PSORS3
4843,DFNA43
4844,MCC
4845,DOCK6
4846,CFH
4847,PRMT7
4848,MAPK1
4849,ODAD1
4850,KMT2C
4851,GPR68
4852,LIPT1
4853,MARVELD2
4854,PDP1
4855,NDNF
4856,SORT1
4857,FRZB
4858,SACS
4859,DFNX3
4860,CEP85L
4861,CLCNKB
4862,CRYBA4
4863,BCAS3
4864,OGG1
4865,SMG8
4866,AGXT2
4867,EIG3
4868,ADIPQTL3
4869,PANK4
4870,FN1
4871,FRMD5
4872,YAP1
4873,SNORA31
4874,ARMC12
4875,DPP9
4876,ERLIN1
4877,ATP6V1B2
4878,TUFT1
4879,WIPI2
4880,SCN2A
4881,BMPR2
4882,PGAM2
4883,HBG2
4884,NTN1
4885,AMMECR1
4886,EOGT
4887,FBXL4
4888,SNIP1
4889,POMGNT2
4890,SPG34
4891,RPS10
4892,AIP
4893,COL1A2
4894,SLC19A3
4895,SMS
4896,TMEM237
4897,TCN2
4898,PDHX
4899,PAK2
4900,TARS1
4901,PTCHD1
4902,AIS3
4903,MBD5
4904,MLH3
4905,CABP2
4906,MRPS14
4907,BTK
4908,SUMO4
4909,CALM1
4910,ZEB1
4911,IGF2R
4912,RPS17
4913,CSF2RA
4914,TFAP2B
4915,YME1L1
4916,ADGRE2
4917,PFKM
4918,RELA
4919,TSHB
4920,NAA80
4921,CFAP53
4922,KCNC2
4923,CRAT
4924,NPM1
4925,ZMYND10
4926,MBOAT7
4927,LRRC32
4928,PKHD1
4929,SLC24A1
4930,IGLL1
4931,TINF2
4932,SPINK5
4933,USF1
4934,CFAP65
4935,BCL11B
4936,NTRK2
4937,DDX59
4938,NDUFAF2
4939,SAMD9L
4940,C2CD3
4941,CYCS
4942,DNAAF3
4943,NRL
4944,WBP11
4945,MSH6
4946,CDK4
4947,SBF2
4948,DLG4
4949,AGRP
4950,TERB1
4951,GPNMB
4952,NKX2-1
4953,CELIAC13
4954,PLVAP
4955,KL
4956,GCLM
4957,LHFPL5
4958,CIBAR1
4959,ZNF513
4960,YY1
4961,RARS1
4962,COG1
4963,KLLN
4964,FRAS1
4965,TACO1
4966,DNALI1
4967,CFAP57
4968,TIMP3
4969,KISS1R
4970,WIPF1
4971,HEPACAM
4972,TIAM1
4973,UBQLN2
4974,HFM1
4975,AP4S1
4976,NDUFAF1
4977,TPCN2
4978,CNBP
4979,OAS1
4980,BICD2
4981,MEIOB
4982,TNNI3
4983,BNC1
4984,TRMT10A
4985,SP110
4986,TWIST2
4987,SRP72
4988,FOXP1
4989,TTI2
4990,SLC26A1
4991,ETV6
4992,FGG
4993,GABRB2
4994,EP300
4995,NEFH
4996,AQP4
4997,INVS
4998,IFNAR1
4999,TAP1
5000,ZSWIM7
5001,SERPINA6
5002,YARS1
5003,UQCRQ
5004,UNC119
5005,ABCC8
5006,NCAPD3
5007,ADRA2A
5008,NAPB
5009,STAB1
5010,RTTN
5011,WFS1
5012,ELF4
5013,EIF2S3
5014,RNF125
5015,GRK1
5016,BMP1
5017,DSG3
5018,LCK
5019,SLC25A20
5020,BIN1
5021,CDC73
5022,FZD2
5023,SSX2
5024,PLOD1
5025,MNS1
5026,MDH2
5027,GJB3
5028,PKD1L1
5029,MPDZ
5030,DNAL1
5031,PLA2G6
5032,CD209
5033,EBP
5034,KIF4A
5035,CYP21A2
5036,LZTS1
5037,GFRA1
5038,ARSL
5039,FREM1
5040,ALMS1
5041,PIK3CA
5042,ROR1
5043,COL9A1
5044,NODAL
5045,TSEN15
5046,STING1
5047,GYS2
5048,PUF60
5049,SLC25A26
5050,CSF3R
5051,SRP68
5052,ESR2
5053,AGTR1
5054,SPPL2A
5055,CDK5RAP2
5056,FREM2
5057,TCHH
5058,RFC1
5059,PPP2R3C
5060,GLDC
5061,CERKL
5062,NEK10
5063,HCN1
5064,TM4SF20
5065,NLRC4
5066,ZFHX3
5067,STAT4
5068,SLC2A1
5069,UCHL1
5070,LRP2
5071,CA2
5072,ACTL9
5073,IQCE
5074,HS6ST2
5075,COMP
5076,SFTPA1
5077,GLC3B
5078,STQTL3
